kodikos,perigrafi,price,stock_softone,promitheftis,category,kathgoria,photo_url,container,q
ZCN005,I151 ΑΤΣΑΛΟΚΑΡΦΑ 3.5Χ70ΜΜ,0,800,I151,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZCN005.png,,-6930
ZCN007,I151 ΑΤΣΑΛΟΚΑΡΦΑ 3.5Χ70ΜΜ,0,5800,I151,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZCN007.png,,2200
ZCN1307AGREY,D209 ΚΑΝΑΛΙ 13Χ100,0,,D209,ΣΙΔΗΡΙΚΑ,ΣΙΑΓΚΡΗΣ,,,0
ZDB001,I140 ΑΠΟΣΤΡΑΓΓΙΣΤΙΚΗ ΜΕΜΒΡΑΝΗ 400gr/m2 2Χ20Μ/ROLL,10,803,I140,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZDB001.png,,803
ZDF001,I134 ΕΞΑΕΡΙΣΜΟΣ ΓΙΑ ΜΗΧΑΝΟΣΤΑΣΙΟ Φ100 220V,70,30,I134,ΜΠΑΝΙΟ,ΜΠΑΝΙΟ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZDF001.png,,30
ZDF002,D200 ΑΥΤΟΜΑΤΟ ΕΞΑΕΡΙΣΜΟΥ ΔΙΚΤΥΟΥ,7,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZDG8,I188 ΓΕΝΝΗΤΡΙΑ ΑΝΟΙΧΤΟΥ ΤΥΠΟΥ 8KVA ΜΟΝΟΦΑΣΙΚΗ 50HZ 220V ΜΕ ΠΕΤΡΕΛΑΙΟΚΙΝΗΤΗΡΑ,0,2,I188,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,,,2
ZDG22,I166 ΓΕΝΝΗΤΡΙΑ ΚΛΕΙΣΤΟΥ ΤΥΠΟΥ 22KVA ΜΕ AVR ΤΡΙΦΑΣΙΚΗ 50Hz 400/230V ΜΕ ΠΕΤΡΕΛΑΙΟΚΙΝΗΤΗΡΑ,0,3,I166,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZDG22.png,,3
ZDG22AF,I166 ΦΙΛΤΡΟ ΑΕΡΑ ΓΕΝΝΗΤΡΙΑΣ DG22,0,1,I166,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,,,1
ZDG22B,I166 ΙΜΑΝΤΑΣ ΓΕΝΝΗΤΡΙΑΣ DG22,0,1,I166,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,,,1
ZDG22FF,I166 ΦΙΛΤΡΟ ΚΑΥΣΙΜΟΥ ΓΕΝΝΗΤΡΙΑΣ DG22,0,1,I166,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,,,1
ZDG22OF,I166 ΦΙΛΤΡΟ ΛΑΔΙΟΥ ΓΕΝΝΗΤΡΙΑΣ DG22,0,1,I166,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,,,1
ZDG75,"Ι188 ΓΕΝΝΗΤΡΙΑ ΑΝΟΙΧΤΟΥ ΤΥΠΟΥ 7,5KVA ΜΟΝΟΦΑΣΙΚΗ 50HZ 230V ΜΕ ΠΕΤΡΕΛΑΙΟΚΙΝΗΤΗΡΑ",1150,,Ι188,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,,,0
ZEF001,I134 ΕΞΑΕΡΙΣΤΗΡΑΣ WC Φ100,15,78,I134,ΜΠΑΝΙΟ,ΜΠΑΝΙΟ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZEF001.png,,72
ZEHN011,D199 ΧΡΟΝ/ΠΤΗΣ ΑΝΑΛ.ΗΜΕΡ 230V HAGER-EHN,42,,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,-1
ZEM11PW-U,D198 ΠΕΡΙΣΤΡΟΦΙΚΟΣ ΡΕΟΣΤΑΤΗΣ ΑΛΕΡΕΤΟΥΡ,0,3,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,3
ZEM12PWU,D198 ΠΕΡΙΣΤΡΟΦΙΚΟΣ ΡΟΟΣΤΑΤΗΣ ALERETOUR 3000W,0,3,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,3
ZEM13PWU,D198 ΠΕΡΙΣΤΡΟΦΙΚΟΣ ΡΟΟΣΤΑΤΗΣ ALERETOUR 60W,0,1,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,0
ZEM14PWU,D198 ΠΕΡΙΣΤΡΟΦΙΚΟΣ ΡΟΟΣΤΑΤΗΣ ALERETOUR,0,4,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,4
ZEM14SBU,D198 ΠΕΡΙΣΤΡΟΦΙΚΟΣ ΡΟΟΣΤΑΤΗΣ ALERETOUR,0,4,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,4
ZEM31PW-U,D198 ΔΙΑΚΟΠΤΗΣ IR,0,2,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,2
ZEM67PWU,D198 ΠΡΙΖΑ ΤΡΟΦΟΔΟΣΙΑΣ USB,0,,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,0
ZEM68SBU,D198 ΠΡΙΖΑ ΤΡΟΦΟΔΟΣΙΑΣ USB,0,2,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,2
ZEPOXY03GREY,D201 ΕΠΟΞΕΙΔΙΚΟΣ ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL 3kg,0,4,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,4
ZEPOXY04GREYBLUE,D201 ΕΠΟΞΕΙΔΙΚΟΣ ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL 3kg,0,3,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,2
ZEPOXY10DARKGREY,D201 ΕΠΟΞΕΙΔΙΚΟΣ ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL 3kg,0,14,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,14
ZEPOXY11IVORY,D201 ΕΠΟΞΕΙΔΙΚΟΣ ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL 3kg,0,5,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,5
ZEPOXY15MANHTGREY,D201 ΕΠΟΞΕΙΔΙΚΟΣ ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL 3kg,0,-1,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,-2
ZEPOXY30GREYCEMENT,D201 ΕΠΟΞΕΙΔΙΚΟΣ ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL 3kg,0,5,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,3
ZEPOXYNo02GRIGLUCE,D200 ΕΠΟΞΕΙΔΙΚΟΣ ΣΤΟΚΟΣ ΠΛΑΚΙΔΙΩΝ KERAKOLL 3 kg,0,7,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,7
ZEPOXYNo3GREY,D201 ΕΠΟΞΕΙΔΙΚΟΣ ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL 3kg,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,-3
ZEPOXYNo03GRIGPERLA,D200 ΕΠΟΞΕΙΔΙΚΟΣ ΣΤΟΚΟΣ ΠΛΑΚΙΔΙΩΝ KERAKOLL 3 kg,0,19,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,19
ZEPOXYNo05ANTRACITE,D200 ΕΠΟΞΕΙΔΙΚΟΣ ΣΤΟΚΟΣ ΠΛΑΚΙΔΙΩΝ KERAKOLL 3 kg,0,7,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,7
ZEPOXYNo07JASMINE,D200 ΕΠΟΞΕΙΔΙΚΟΣ ΣΤΟΚΟΣ ΠΛΑΚΙΔΙΩΝ KERAKOLL 3kg,0,4,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,4
ZEPOXYNo08BAHAMABEIGE,D200 ΕΠΟΞΕΙΔΙΚΟΣ ΣΤΟΚΟΣ ΠΛΑΚΙΔΙΩΝ KERAKOLL 3 kg,0,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZEPOXYNo44CEMENTO,D200 ΕΠΟΞΕΙΔΙΚΟΣ ΣΤΟΚΟΣ ΠΛΑΚΙΔΙΩΝ KERAKOLL 3 kg,0,11,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,11
ZEPOXYNo45LIMESTONE,D200 ΕΠΟΞΕΙΔΙΚΟΣ ΣΤΟΚΟΣ ΠΛΑΚΙΔΙΩΝ KERAKOLL 3 kg,0,10,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,10
ZEPOXYNo46AVORIO,D200 ΕΠΟΞΕΙΔΙΚΟΣ ΣΤΟΚΟΣ ΠΛΑΚΙΔΙΩΝ KERAKOLL 3 kg,0,4,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,4
ZEPOXYNo50PERGAMON,D200 ΕΠΟΞΕΙΔΙΚΟΣ ΣΤΟΚΟΣ ΠΛΑΚΙΔΙΩΝ KERAKOLL 3 kg,0,1,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,1
ZEPOXYNo51SILVER,D200 ΕΠΟΞΕΙΔΙΚΟΣ ΣΤΟΚΟΣ ΠΛΑΚΙΔΙΩΝ KERAKOLL 3 kg,13,9,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,9
ZEPOXYNo52TORTORA,D200 ΕΠΟΞΕΙΔΙΚΟΣ ΣΤΟΚΟΣ ΠΛΑΚΙΔΙΩΝ KERAKOLL 3 kg,0,5,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,5
ZEPOXYΝο3GREY,D201 ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL ΑΠΛΟΣ 5kg,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZEPOXYΝο4GREYBLUE,D201 ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL ΑΠΛΟΣ 5kg,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZEPOXYΝο5LIGHTGREY,D201 ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL ΑΠΛΟΣ 2kg,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZEPOXYΝο8BROWN,D201 ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL ΑΠΛΟΣ 5kg,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZEPOXYΝο10DARKGREY,D201 ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL ΑΠΛΟΣ 5kg,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZEPOXYΝο11IVORY,D201 ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL ΑΠΛΟΣ 5kg,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZEPOXYΝο15MANHTGREY,D201 ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL ΑΠΛΟΣ 5kg,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZEPOXYΝο17ANEMON,D201 ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL ΑΠΛΟΣ 5kg,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZEPOXYΝο29GREYSILVER,D201 ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL ΑΠΛΟΣ 5kg,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZEPOXYΝο30GREYCEMENT,D201 ΕΠΟΞΕΙΔΙΚΟΣ ΑΡΜΟΣΤΟΚΟΣ ISOMAT MULTIFILL 3kg,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZEV001,I170 ΦΟΡΤΙΣΤΗΣ ΜΠΑΤΑΡΙΑΣ ΗΛΕΚΤΡΙΚΟΥ ΑΥΤΟΚΙΝΗΤΟΥ ΕΠΙΤΟΙΧΟ ΜΕ 5Μ ΚΑΛΩΔΙΟ 7KW,0,3,I170,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZEV001.png,,3
ZEV002,I170 ΦΟΡΤΙΣΤΗΣ ΜΠΑΤΑΡΙΑΣ ΗΛΕΚΤΡΙΚΟΥ ΑΥΤΟΚΙΝΗΤΟΥ ΣΕ ΣΤΗΛΗ ΜΕ 5Μ ΚΑΛΩΔΙΟ 7KW,0,2,I170,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZEV002.png,,2
ZEV003,I170 ΦΟΡΤΙΣΤΗΣ ΜΠΑΤΑΡΙΑΣ ΗΛΕΚΤΡΙΚΟΥ ΑΥΤΟΚΙΝΗΤΟΥ ΕΠΙΤΟΙΧΟ ΜΕ 5Μ ΚΑΛΩΔΙΟ 22KW,0,1,I170,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZEV003.png,,1
ZEV004,I192 ΦΟΡΤΙΣΤΗΣ ΜΠΑΤΑΡΙΑΣ ΗΛΕΚΤΡΙΚΟΥ ΑΥΤΟΚΙΝΗΤΟΥ ΕΠΙΤΟΙΧΟ ΜΕ 5Μ ΚΑΛΩΔΙΟ 11KW,0,,I192,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZEV004.png,,0
ZEV11,I192 ΦΟΡΤΙΣΤΗΣ ΜΠΑΤΑΡΙΑΣ ΗΛΕΚΤΡΙΚΟΥ ΑΥΤΟΚΙΝΗΤΟΥ ΕΠΙΤΟΙΧΟ ΜΕ 5Μ ΚΑΛΩΔΙΟ 11KW,1475,4,I192,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZEV11.png,,4
ZEXITIP42,D199 ΦΩΤΙΣΤΙΚΟ ΕΞΟΔΟΥ ΚΙΝΔΥΝΟΥ EXIT IP42,0,3,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,3
ZFREAT001,D209 ΕΠΙΓΕΜΙΖΟΜΕΝΟ ΚΑΠΑΚΙ ΑΛΟΥΜΙΝΙΟΥ ΦΡΕΑΤΙΟΥ 30Χ30,0,1,D209,ΣΙΔΗΡΙΚΑ,ΣΙΑΓΚΡΗΣ,,,1
ZFREAT002,D209 ΕΠΙΓΕΜΙΖΟΜΕΝΟ ΚΑΠΑΚΙ ΑΛΟΥΜΙΝΙΟΥ ΦΡΕΑΤΙΟΥ 25Χ25,0,13,D209,ΣΙΔΗΡΙΚΑ,ΣΙΑΓΚΡΗΣ,,,11
ZFREAT003,D209 ΕΠΙΓΕΜΙΖΟΜΕΝΟ ΚΑΠΑΚΙ ΑΛΟΥΜΙΝΙΟΥ ΦΡΕΑΤΙΟΥ 60Χ60,0,2,D209,ΣΙΔΗΡΙΚΑ,ΣΙΑΓΚΡΗΣ,,,2
ZFREAT004,D209 ΕΠΙΓΕΜΙΖΟΜΕΝΟ ΚΑΠΑΚΙ ΑΛΟΥΜΙΝΙΟΥ ΦΡΕΑΤΙΟΥ 80Χ80,171,5,D209,ΣΙΔΗΡΙΚΑ,ΣΙΑΓΚΡΗΣ,,,5
ZFREAT005,D209 ΕΠΙΓΕΜΙΖΟΜΕΝΟ ΚΑΠΑΚΙ ΑΛΟΥΜΙΝΙΟΥ ΦΡΕΑΤΙΟΥ 100Χ100,284,4,D209,ΣΙΔΗΡΙΚΑ,ΣΙΑΓΚΡΗΣ,,,4
ZGB001,"I145 ΓΑΛΒΑΝΙΖΕ ΠΛΕΓΜΑ ΕΓΚΙΒΩΤΙΣΜΟΥ ΕΞΩΤΕΡΙΚΕΣ ΔΙΑΣΤΑΣΕΙΣ: 200Χ45Χ150CM, ΕΞΩΤΕΡΙΚΕΣ ΔΙΑΣΤΑΣΕΙΣ: 180Χ25Χ150CM, ΔΙΑΣΤΑΣΕΙΣ ΒΑΣΗΣ: 200Χ45CM, ΟΠΕΣ ΠΛΕΓΜΑΤΟΣ: 5Χ5CM, ΔΙΑΜΕΤΡΟΣ ΠΛΕΓΜΑΤΟΣ: 4ΜΜ",0,10,I145,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZGB001.png,,10
ZGE001,I140 ΓΕΩΥΦΑΣΜΑ 200gr/m2 2Χ100Μ/ROLL,0,,I140,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZGE001.png,,0
ZGL001,I196 ΓΑΝΤΙΑ ΕΡΓΑΣΙΑΣ,1,328,I196,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZGL001.png,,328
ZHDR001,I196 ΑΡΙΔΑ 6Χ160ΜΜ,1,270,I196,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZHDR001.png,,270
ZHDR002,I196 ΑΡΙΔΑ 8Χ160ΜΜ,1,270,I196,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZHDR002.png,,270
ZHDR003,I196 ΑΡΙΔΑ 10Χ160ΜΜ,1,270,I196,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZHDR003.png,,270
ZHDR004,I196 ΑΡΙΔΑ 12Χ160ΜΜ,1,260,I196,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZHDR004.png,,260
ZHDR005,I196 ΑΡΙΔΑ 6Χ260ΜΜ,2,160,I196,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZHDR005.png,,160
ZHDR006,I196 ΑΡΙΔΑ 8Χ260ΜΜ,2,120,I196,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZHDR006.png,,120
ZHDR007,I196 ΑΡΙΔΑ 10Χ260ΜΜ,2,160,I196,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZHDR007.png,,156
ZHDR008,I196 ΑΡΙΔΑ 12Χ260ΜΜ,2,160,I196,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZHDR008.png,,160
ZHP001,I178 ΜΟΝΑΔΑ ΕΠΕΞΕΡΓΑΣΙΑΣ ΝΕΡΟΥ ΑΝΤΙΣΤΡΟΦΗΣ ΩΣΜΩΣΗΣ ΜΕ UV,0,1,I178,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZHP001.png,,1
ZHSCO,I113 ΑΝΙΧΝΕΥΤΗΣ ΔΙΟΞΕΙΔΙΟΥ ΤΟΥ ΑΝΘΡΑΚΑ ΜΠΑΤΑΡΙΑΣ 50X50X50MM,0,15,I113,ΑΣΦΑΛΕΙΑ,ΑΣΦΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZHSCO.png,,15
ZHSSMOKE,I113 ΑΝΙΧΝΕΥΤΗΣ ΚΑΠΝΟΥ ΜΠΑΤΑΡΙΑΣ 50X50X50MM,35,185,I113,ΑΣΦΑΛΕΙΑ,ΑΣΦΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZHSSMOKE.png,,185
ZIA22WH-U,D198 ΛΑΜΠΑΚΙ LED,0,15,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,15
ZK-10,D199 ΦΙΣ ΣΟΥΚΟ ΑΡΣΕΝΙΚΟ 16Α ΛΕΥΚΟ ΓΩΝΙΑΚΟ,1,5,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,5
ZK1ZB0-BLACK,D199 ΤΑΙΝΙΑ PVC ΜΟΝΩΤΙΚΗ 19Χ0.13mm 18.29m ΜΑΥΡΗ,3,27,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,27
ZK1ZB0-WHITE,D199 ΤΑΙΝΙΑ PVC ΜΟΝΩΤΙΚΗ 19Χ0.13mm 18.29m ΛΕΥΚΗ,1,,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,0
ZKB-001,I158 ΔΙΠΛΟΣ ΣΥΡΟΜΕΝΟΣ ΚΑΔΟΣ ΣΚΟΥΠΙΔΙΩΝ 562-8x506x570CM,0,,I158,ΚΟΥΖΙΝΑ,ΚΟΥΖΙΝΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZKB-001.png,,0
ZKB001,I158 ΔΙΠΛΟΣ ΣΥΡΟΜΕΝΟΣ ΚΑΔΟΣ ΣΚΟΥΠΙΔΙΩΝ 562-8x506x570CM,215,26,I158,ΚΟΥΖΙΝΑ,ΚΟΥΖΙΝΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZKB001.png,,25
ZKD190B,D199 ΓΕΦΥΡΑ ΦΑΣΗΣ 1P 57X20mm 100A (HAGER-KDN100),17,,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,0
ZKM11PWU,D198 ΠΡΙΖΑ TV ΤΕΡΜΑΤΙΣΜΟΥ,0,14,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,14
ZKM11SBU,D198 ΠΡΙΖΑ TV ΤΕΡΜΑΤΙΣΜΟΥ,0,3,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,3
